,Unnamed: 0,FacultyID,DepartmentCode,EntryTypeID,TCAS,HomeRegion,SchoolRegionNameEng,EntryGPA,GPAX,GPA_Eng,GPA_Math,GPA_Sci,GPA_Sco,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q12,Q13,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28,Q30,Q31,Q32,Q33,Status
7945,11722,25,2502,10,2,1,1,3.24,3.39,3.75,2.54,3.1,3.44,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,MFU student
7946,11723,25,2502,10,2,1,1,3.54,3.55,3.78,2.66,3.52,4,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
7947,11724,25,2502,10,2,1,1,3.31,3.31,3.76,2.9,3.12,3.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,MFU student
7948,11725,25,2502,10,2,1,1,3.83,3.83,3.88,3.6,3.77,4,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,MFU student
7949,11729,25,2503,29,1,0,0,3.66,3.65,4,3.61,3.37,3.77,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,MFU student
7950,11730,25,2503,29,1,1,1,3.28,3.27,3.22,2.82,3.27,3.7,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,MFU student
7951,11731,25,2503,29,1,1,1,2.75,2.69,2.2,2.44,2.41,3.47,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
7952,11733,25,2503,29,1,0,0,3.3,3.28,3.57,2.66,2.81,3.66,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
7953,11734,25,2503,29,2,0,0,3.14,3.27,4,2.59,2.98,3.5,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,MFU student
7954,11735,25,2503,29,1,0,0,3.45,3.44,3.42,3.55,2.98,3.84,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,MFU student
7955,11736,25,2503,29,1,0,0,3.52,3.52,3.6,3.28,3.28,4,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,MFU student
7956,11737,25,2503,29,1,0,0,3.77,3.77,3.8,3.44,3.87,3.86,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
7957,11739,25,2503,29,1,1,1,3.51,3.46,3.46,3.23,3.27,3.97,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,MFU student
7958,11740,25,2503,10,2,1,1,2.74,2.8,3.02,1.93,2.59,2.91,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,MFU student
7959,11741,25,2503,29,1,1,1,3.32,3.26,3.37,2.86,3.06,3.7,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,MFU student
7960,11742,25,2503,29,1,0,0,3.69,3.71,3.61,3.28,3.7,3.95,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,MFU student
7961,11743,25,2503,29,2,0,0,3.33,3.38,3.96,3.88,2.84,3.22,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,MFU student
7962,11744,25,2503,29,1,0,0,3.58,3.59,3.9,3.22,3.37,3.92,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,MFU student
7963,11745,25,2503,29,1,0,0,3.253043206,3.52,3.96,3.36,3.06,3.94,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,MFU student
7964,11746,25,2503,29,2,1,1,3.57,3.57,3.61,3.26,3.45,3.94,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,MFU student
7965,11748,25,2503,29,1,0,0,3.56,3.62,3.82,3.63,3.17,3.85,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,MFU student
7966,11749,25,2503,10,2,1,1,2.86,2.91,2.46,2.96,2.22,3.41,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,MFU student
7967,11750,25,2503,29,1,0,0,3.253043206,3.52,3.65,3.55,3.2,3.76,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,MFU student
7968,11751,25,2503,29,1,0,0,3.3,3.31,3.7,2.66,2.8,3.77,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,MFU student
7969,11752,25,2503,29,2,0,0,3.21,3.24,3.56,2.54,3.06,3.7,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,MFU student
7970,11754,25,2503,29,1,0,0,3.33,3.31,3.26,3.46,2.73,3.17,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,MFU student
7971,11755,25,2503,29,2,1,1,3.57,3.51,3.03,3.65,3.55,3.52,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,MFU student
7972,11756,25,2503,29,1,1,1,3.34,3.28,3.35,2.47,3.05,3.94,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,MFU student
7973,11757,25,2503,10,2,1,1,2.57,2.57,2.12,1.61,2.23,3.83,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,MFU student
7974,11759,25,2503,29,1,1,0,3.62,3.66,3.6,3.43,3.51,3.9,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,MFU student
7975,11760,25,2503,10,2,1,1,3.35,3.43,3.7,2.98,3.09,3.85,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MFU student
7976,11761,25,2503,10,2,1,1,3.68,3.67,3.75,3.58,3.52,3.72,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,MFU student
7977,11762,25,2503,29,2,0,0,3.23,3.2,3.7,2.1,3.05,3.92,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,MFU student
7978,11764,25,2503,29,2,0,0,3.5,3.5,3.75,3.23,3.41,3.52,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,MFU student
7979,11766,25,2503,20,5,0,0,3.253043206,3.6,3.75,3.55,3.31,3.67,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,MFU student
7980,11767,25,2503,20,5,1,1,3.48,3.48,3.45,3.35,3.42,3.57,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,MFU student
7981,11768,25,2503,20,5,0,0,3.49,3.49,3.93,3.42,3.03,3.75,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,MFU student
7982,11769,25,2503,20,5,0,0,3.253043206,3.75,3.66,3.47,3.8,3.94,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,MFU student
7983,11770,25,2503,20,5,0,0,3.253043206,3.03,2.22,3.07,2.88,3.62,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,MFU student
7984,11771,25,2503,20,5,0,1,3.253043206,2.33,2,1.45,2.31,3.5,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,MFU student
7985,11772,25,2503,20,5,0,0,3.253043206,3.8,3.68,3.91,3.57,4,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,MFU student
7986,11773,25,2503,20,5,0,0,3.253043206,3.71,3.51,3.93,3.6,3.62,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,MFU student
7987,11774,25,2503,20,5,0,1,3.253043206,3.9,3.76,4,3.84,4,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,MFU student
7988,11775,25,2503,20,5,0,1,3.253043206,3.31,3.8,2.9,2.81,3.6,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,MFU student
7989,11776,25,2503,20,5,0,0,3.253043206,3.19,3.01,3.32,2.99,3.07,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,MFU student
7990,11777,25,2503,20,5,0,0,3.49,3.49,3.7,3.45,3.22,3.7,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,MFU student
7991,11778,25,2503,20,5,1,1,3.67,3.67,3.33,3.61,3.68,3.62,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,MFU student
7992,11779,25,2503,20,5,0,0,3.82,3.82,3.96,3.9,3.72,3.7,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,MFU student
7993,11780,25,2503,20,5,1,1,3.48,3.48,3.85,3.3,3.15,3.63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,MFU student
7994,11781,25,2503,20,5,0,0,3.85,3.85,3.85,3.8,3.82,3.91,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,MFU student
7995,11942,23,2301,29,1,1,1,3.253043206,2.81,2.88,2.05,1.68,3.22,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,Not MFU student
7997,11945,12,1210,29,1,1,1,3.253043206,3.4,3.63,2.5,2.92,3.22,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,Not MFU student
7998,11946,24,2402,29,1,1,1,3.253043206,3.09,3.11,2.1,3.03,3.06,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,Not MFU student
8000,11951,18,1807,29,1,0,0,3.253043206,3.25,3.23,2.66,2.97,3.94,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Not MFU student
8001,11952,25,2501,29,1,0,0,3.253043206,3.61,3.55,3.66,3.45,3.88,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,Not MFU student
8009,11961,24,2402,29,1,0,0,3.253043206,3.39,3.43,2.5,3,3.61,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,Not MFU student
8010,11962,24,2402,29,1,0,0,3.253043206,3.53,3.63,2.5,3.14,3.62,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,Not MFU student
8016,11969,17,1701,29,1,0,0,3.253043206,3.55,4,2.92,3.43,3.97,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,Not MFU student
8022,11978,17,1701,29,1,0,0,3.253043206,3.42,4,3.16,3,3.41,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,Not MFU student
8023,11979,18,1807,29,1,0,0,3.253043206,3.59,3.66,2.86,3.81,3.75,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Not MFU student
8024,11980,12,1205,29,1,0,0,3.253043206,3.77,3.97,3.62,3.37,3.78,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,Not MFU student
8025,11981,24,2403,29,1,1,1,3.253043206,3.66,3.67,3.3,3.9,3.16,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,Not MFU student
8034,11991,10,1006,29,1,1,1,3.253043206,3.15,3.14,2.7,2.9,3.18,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,Not MFU student
8041,11999,11,1102,29,1,0,0,3.253043206,3.55,4,3.24,3.16,3.83,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,Not MFU student
8042,12000,16,1601,29,1,1,1,3.253043206,3.08,2.9,2.53,2.64,3.22,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Not MFU student
8043,12001,10,1006,29,1,0,0,3.253043206,3.91,4,3.95,3.78,4,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,Not MFU student
8044,12002,10,1006,29,1,0,0,3.253043206,2.15,2.06,1.38,1.76,2.83,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,Not MFU student
8048,12006,12,1207,29,1,0,0,3.253043206,3.02,2.25,1.7,2.25,2.91,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Not MFU student
8050,12009,12,1210,29,1,0,0,3.253043206,2.97,2.82,2.53,2.57,3.34,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Not MFU student
8055,12014,24,2401,29,1,0,0,3.253043206,2,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Not MFU student
8058,12017,17,1701,29,1,0,0,3.253043206,3.64,3.9,3.11,3.62,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,Not MFU student
8059,12018,17,1701,29,1,0,0,3.253043206,3.8,3.94,3.66,3.71,3.94,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,Not MFU student
8062,12024,10,1006,29,1,1,1,3.253043206,2.98,3.05,1.38,1.72,3.3,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,Not MFU student
8064,12027,12,1210,29,1,1,1,3.253043206,3.95,3.91,4,4,3.96,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Not MFU student
8073,12037,12,1210,29,1,1,1,3.253043206,3.5,3.6,2.85,3.27,3.94,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,Not MFU student
8076,12040,17,1701,29,1,0,0,3.253043206,3.86,3.73,3.64,3.92,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Not MFU student
8077,12041,10,1006,29,1,0,0,3.253043206,2.9,3.7,1.83,2.39,3.83,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,Not MFU student
8079,12044,17,1701,29,1,0,0,3.253043206,3.55,4,2.82,3.39,4,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Not MFU student
8080,12045,10,1006,29,1,0,0,3.253043206,3.09,3.52,1.8,2.75,3.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Not MFU student
8081,12046,25,2503,29,1,0,0,3.253043206,3.41,3.77,3.26,2.81,3.66,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,Not MFU student
8082,12047,17,1701,29,1,0,0,3.253043206,3.85,4,3.83,3.7,3.97,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,Not MFU student
8084,12049,12,1209,29,1,1,1,3.253043206,3.72,3.86,3.82,3.46,3.94,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Not MFU student
8085,12050,12,1209,29,1,0,0,3.253043206,3.5,3.9,3.03,3.37,3.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Not MFU student
8087,12053,10,1006,29,1,0,0,3.253043206,3.53,3.82,2.87,3.7,3.66,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Not MFU student
8090,12056,25,2503,29,1,0,0,3.253043206,3.91,3.86,3.82,3.95,3.97,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Not MFU student
8092,12058,16,1601,29,1,0,0,3.253043206,2.87,2.94,2.45,2.38,3.26,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Not MFU student
8094,12061,12,1209,29,1,1,1,3.253043206,3.3,2.77,2.97,3.18,3.94,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,Not MFU student
8096,12063,12,1203,29,1,0,0,3.253043206,2.7,3.1,1.78,2.22,3.52,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,Not MFU student
8099,12067,24,2403,29,1,1,1,3.253043206,3.8,3.84,3.68,3.67,4,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,Not MFU student
8100,12069,23,2301,29,1,0,0,3.253043206,3.95,4,4,3.91,3.86,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,Not MFU student
8101,12070,10,1006,29,1,1,1,3.253043206,3.62,3.66,3.72,3.44,3.52,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Not MFU student
8103,12072,24,2401,29,1,0,0,3.253043206,3.8,4,3.3,3.8,3.71,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,Not MFU student
8105,12075,25,2503,29,1,0,0,3.253043206,3,2.8,2.73,2.93,3.3,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,Not MFU student
8112,12083,12,1209,29,1,0,0,3.253043206,3.07,3.47,2.96,2.21,3.5,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,Not MFU student
8113,12084,13,1305,29,1,0,0,3.253043206,2.84,3.07,2.23,2.46,3.5,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,Not MFU student
8114,12085,17,1701,29,1,0,0,3.253043206,3.4,3.63,2.64,3.26,3.84,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Not MFU student
8115,12089,12,1201,29,1,0,0,3.253043206,3.69,3.4,3.55,3.71,3.8,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,Not MFU student
8116,12090,18,1807,29,1,0,0,3.253043206,2.82,2.35,2.7,2.31,3.31,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Not MFU student
8119,12093,24,2404,29,1,0,0,3.253043206,3.28,3.52,1.32,2.5,3.5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,Not MFU student
8120,12095,24,2403,29,1,0,0,3.253043206,3.96,3.97,3.8,4,4,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,Not MFU student
8121,12096,12,1210,29,1,0,0,3.253043206,3.3,3.09,2.6,3.25,3.39,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,Not MFU student
8124,12099,24,2401,29,1,0,0,3.253043206,3.38,3.46,1.7,3.17,3.26,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,Not MFU student
8128,12104,16,1601,29,1,1,1,3.253043206,3.36,3.57,3.05,3.03,3.88,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,Not MFU student
8129,12105,17,1701,29,1,1,1,3.253043206,3.75,3.82,3.8,3.57,3.76,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Not MFU student
8131,12109,11,1112,29,1,0,0,3.253043206,3.84,3.55,4,3.73,4,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,Not MFU student
8132,12112,17,1701,29,1,0,0,3.253043206,3.02,2.73,2.9,2.8,3.55,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,Not MFU student
8133,12113,12,1210,29,1,0,0,3.253043206,3.49,3.4,3.28,3.33,3.79,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,Not MFU student
8136,12117,17,1703,29,1,1,1,3.253043206,2.7,2.3,2.24,2.32,3.61,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,Not MFU student
8139,12120,24,2401,29,1,0,0,3.253043206,3.89,3.91,3.8,4,3.91,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,Not MFU student
8140,12121,12,1207,29,1,0,0,3.253043206,3.57,3.8,3.78,3.11,4,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Not MFU student
8141,12122,10,1006,29,1,1,1,3.253043206,3.44,3.35,3.1,3.3,3.42,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Not MFU student
8145,12126,17,1701,29,1,1,1,3.253043206,3.87,3.86,3.66,3.87,4,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,Not MFU student
8148,12129,12,1210,29,1,1,1,3.253043206,3.07,3.09,2.47,2.99,3.5,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,Not MFU student
8149,12130,17,1701,29,1,1,1,3.253043206,3.42,3.35,3.03,3.39,3.75,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,Not MFU student
8156,12139,17,1701,29,1,0,0,3.253043206,3.83,3.97,3.84,3.69,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Not MFU student
8158,12141,11,1102,29,1,0,0,3.253043206,3,2.52,1.76,3.4,3.39,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Not MFU student
8160,12144,17,1701,29,1,0,0,3.253043206,3.73,4,3.07,3.69,3.89,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Not MFU student
8162,12146,12,1210,29,1,1,1,3.253043206,2.83,2.95,2.12,2.55,3.45,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,Not MFU student
8163,12147,24,2403,29,1,0,0,3.253043206,3.85,3.9,3.8,3.8,3.75,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,Not MFU student
8166,12150,25,2503,29,1,1,1,3.253043206,3.55,3.58,3.19,3.53,3.54,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,Not MFU student
8167,12153,24,2402,29,1,1,1,3.253043206,3.32,3.71,2.6,2.38,3.56,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Not MFU student
8168,12154,24,2404,29,1,0,0,3.253043206,3.73,3.83,3.1,3,3.65,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,Not MFU student
8169,12156,25,2503,29,1,1,1,3.253043206,3.94,3.9,3.8,3.8,4,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,Not MFU student
8172,12160,17,1701,29,1,0,0,3.253043206,3.41,3.58,3.19,3.09,3.71,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,Not MFU student
8173,12161,25,2503,29,1,0,0,3.253043206,3.73,3.77,3.86,3.53,3.64,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,Not MFU student
8175,12163,17,1701,29,1,0,0,3.253043206,3.32,3.19,3.17,3.07,3.46,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Not MFU student
8176,12165,23,2301,29,1,0,0,3.253043206,3.17,3.8,2.8,2.75,3.47,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,Not MFU student
8183,12173,18,1807,29,1,0,0,3.253043206,3.09,3.14,2.4,2.55,3.94,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,Not MFU student
8185,12175,24,2403,29,1,0,0,3.253043206,2.91,2.9,1.41,2.5,3.27,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,Not MFU student
8186,12176,12,1210,29,1,1,1,3.253043206,3.26,3.2,2.5,3.25,3.54,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,Not MFU student
8187,12177,17,1701,29,1,0,0,3.253043206,3.34,3.75,2.63,3.28,3.8,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,Not MFU student
8191,12181,25,2503,29,1,0,0,3.253043206,3.22,3.4,2.83,2.87,3.67,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,Not MFU student
8195,12188,13,1306,29,1,0,0,3.253043206,2.25,2.4,2.12,1.6,3,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,Not MFU student
8196,12189,12,1210,29,1,1,1,3.253043206,3.05,3.02,1.7,3.2,3.28,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,Not MFU student
8197,12190,12,1210,29,1,0,0,3.253043206,3.37,3.71,3.22,2.94,3.6,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,Not MFU student
8198,12191,25,2503,29,1,0,1,3.253043206,3.75,3.66,3.28,3.92,3.79,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,Not MFU student
8201,12194,17,1701,29,1,0,0,3.253043206,3.22,3.23,2.68,3.21,3.39,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Not MFU student
8204,12197,17,1703,29,1,0,0,3.253043206,3.74,3.5,3.46,3.72,3.9,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Not MFU student
8205,12198,17,1701,29,1,0,0,3.253043206,3.97,4,4,3.97,3.79,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,Not MFU student
8206,12200,17,1701,29,1,0,0,3.253043206,3.11,3.85,2.25,2.74,3.43,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Not MFU student
8207,12201,10,1006,29,1,0,0,3.253043206,3.08,3.94,2.5,2.63,3.3,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,Not MFU student
8208,12202,12,1210,29,1,1,1,3.253043206,3.5,3.75,2.52,3.5,3.73,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,Not MFU student
8209,12203,25,2503,29,1,1,1,3.253043206,3.23,3.75,2.93,2.71,3.5,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Not MFU student
8210,12205,24,2404,29,1,0,0,3.253043206,3.53,3.61,2.7,3.05,3.88,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,Not MFU student
8212,12207,12,1205,29,1,0,0,3.253043206,3.67,3.63,3.5,3.75,4,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,Not MFU student
8214,12211,12,1205,29,1,1,1,3.253043206,3.57,3.8,3.67,3.25,3.82,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,Not MFU student
